上	B-NR
海	E-NR
浦	B-NR
东	E-NR
开	B-NN
发	E-NN
与	S-CC
法	B-NN
制	E-NN
建	B-NN
设	E-NN
同	B-VV
步	E-VV


新	B-NN
华	I-NN
社	E-NN
上	B-NR
海	E-NR
二	B-NT
月	E-NT
十	B-NT
日	E-NT
电	S-NN
（	S-PU
记	B-NN
者	E-NN
谢	B-NR
金	I-NR
虎	E-NR
、	S-PU
张	B-NR
持	I-NR
坚	E-NR
）	S-PU


上	B-NR
海	E-NR
浦	B-NR
东	E-NR
近	B-NT
年	E-NT
来	S-LC
颁	B-VV
布	E-VV
实	B-VV
行	E-VV
了	S-AS
涉	B-VV
及	E-VV
经	B-NN
济	E-NN
、	S-PU
贸	B-NN
易	E-NN
、	S-PU
建	B-NN
设	E-NN
、	S-PU
规	B-NN
划	E-NN
、	S-PU
科	B-NN
技	E-NN
、	S-PU
文	B-NN
教	E-NN
等	S-ETC
领	B-NN
域	E-NN
的	S-DEC
七	B-CD
十	I-CD
一	E-CD
件	S-M
法	B-NN
规	I-NN
性	E-NN
文	B-NN
件	E-NN
，	S-PU
确	B-VV
保	E-VV
了	S-AS
浦	B-NR
东	E-NR
开	B-NN
发	E-NN
的	S-DEG
有	B-JJ
序	E-JJ
进	B-NN
行	E-NN
。	S-PU


浦	B-NR
东	E-NR
开	B-NN
发	E-NN
开	B-NN
放	E-NN
是	S-VC
一	S-CD
项	S-M
振	B-VV
兴	E-VV
上	B-NR
海	E-NR
，	S-PU
建	B-VV
设	E-VV
现	B-NN
代	I-NN
化	E-NN
经	B-NN
济	E-NN
、	S-PU
贸	B-NN
易	E-NN
、	S-PU
金	B-NN
融	E-NN
中	B-NN
心	E-NN
的	S-DEC
跨	B-JJ
世	I-JJ
纪	E-JJ
工	B-NN
程	E-NN
，	S-PU
因	B-AD
此	E-AD
大	B-AD
量	E-AD
出	B-VV
现	E-VV
的	S-DEC
是	S-VC
以	B-NT
前	E-NT
不	S-AD
曾	S-AD
遇	B-VV
到	E-VV
过	S-AS
的	S-DEC
新	S-JJ
情	B-NN
况	E-NN
、	S-PU
新	S-JJ
问	B-NN
题	E-NN
。	S-PU


对	S-P
此	S-PN
，	S-PU
浦	B-NR
东	E-NR
不	S-AD
是	S-VC
简	B-VA
单	E-VA
的	S-DEV
采	B-VV
取	E-VV
“	S-PU
干	S-VV
一	S-CD
段	S-M
时	B-NN
间	E-NN
，	S-PU
等	S-P
积	B-VV
累	E-VV
了	S-AS
经	B-NN
验	E-NN
以	B-LC
后	E-LC
再	S-AD
制	B-VV
定	E-VV
法	B-NN
规	E-NN
条	B-NN
例	E-NN
”	S-PU
的	S-DEC
做	B-NN
法	E-NN
，	S-PU
而	S-CC
是	S-VC
借	B-VV
鉴	E-VV
发	B-JJ
达	E-JJ
国	B-NN
家	E-NN
和	S-CC
深	B-NR
圳	E-NR
等	S-ETC
特	B-NN
区	E-NN
的	S-DEG
经	B-NN
验	E-NN
教	B-NN
训	E-NN
，	S-PU
聘	B-VV
请	E-VV
国	B-NN
内	I-NN
外	E-NN
有	B-JJ
关	E-JJ
专	B-NN
家	E-NN
学	B-NN
者	E-NN
，	S-PU
积	B-AD
极	E-AD
、	S-PU
及	B-AD
时	E-AD
地	S-DEV
制	B-VV
定	E-VV
和	S-CC
推	B-VV
出	E-VV
法	B-NN
规	I-NN
性	E-NN
文	B-NN
件	E-NN
，	S-PU
使	S-VV
这	B-DT
些	E-DT
经	B-NN
济	E-NN
活	B-NN
动	E-NN
一	S-AD
出	B-VV
现	E-VV
就	S-AD
被	S-SB
纳	B-VV
入	E-VV
法	B-NN
制	E-NN
轨	B-NN
道	E-NN
。	S-PU


去	B-NT
年	E-NT
初	S-LC
浦	B-NR
东	E-NR
新	B-NN
区	E-NN
诞	B-VV
生	E-VV
的	S-DEC
中	B-NR
国	E-NR
第	B-OD
一	E-OD
家	S-M
医	B-NN
疗	E-NN
机	B-NN
构	E-NN
药	B-NN
品	E-NN
采	B-NN
购	E-NN
服	B-NN
务	E-NN
中	B-NN
心	E-NN
，	S-PU
正	S-AD
因	B-P
为	E-P
一	S-AD
开	B-VV
始	E-VV
就	S-AD
比	B-AD
较	E-AD
规	B-VA
范	E-VA
，	S-PU
运	B-VV
转	E-VV
至	B-VV
今	E-VV
，	S-PU
成	B-VV
交	E-VV
药	B-NN
品	E-NN
一	B-CD
亿	I-CD
多	E-CD
元	S-M
，	S-PU
没	B-VV
有	E-VV
发	B-VV
现	E-VV
一	S-CD
例	S-M
回	B-NN
扣	E-NN
。	S-PU


建	B-NN
筑	E-NN
是	S-VC
开	B-VV
发	E-VV
浦	B-NR
东	E-NR
的	S-DEC
一	S-CD
项	S-M
主	B-JJ
要	E-JJ
经	B-NN
济	E-NN
活	B-NN
动	E-NN
，	S-PU
这	B-DT
些	E-DT
年	S-M
有	S-VE
数	B-CD
百	E-CD
家	S-M
建	B-NN
筑	E-NN
公	B-NN
司	E-NN
、	S-PU
四	B-CD
千	I-CD
余	E-CD
个	S-M
建	B-NN
筑	E-NN
工	B-NN
地	E-NN
遍	B-VV
布	E-VV
在	S-P
这	S-DT
片	S-M
热	B-NN
土	E-NN
上	S-LC
。	S-PU


为	S-P
规	B-VV
范	E-VV
建	B-NN
筑	E-NN
行	B-NN
为	E-NN
，	S-PU
防	B-VV
止	E-VV
出	B-VV
现	E-VV
无	B-JJ
序	E-JJ
现	B-NN
象	E-NN
，	S-PU
新	B-NN
区	E-NN
管	B-NN
委	I-NN
会	E-NN
根	B-P
据	E-P
国	B-NN
家	E-NN
和	S-CC
上	B-NR
海	I-NR
市	E-NR
的	S-DEG
有	B-JJ
关	E-JJ
规	B-NN
定	E-NN
，	S-PU
结	B-VV
合	E-VV
浦	B-NR
东	E-NR
开	B-NN
发	E-NN
实	B-NN
际	E-NN
，	S-PU
及	B-AD
时	E-AD
出	B-VV
台	E-VV
了	S-AS
一	S-CD
系	B-M
列	E-M
规	B-VV
范	E-VV
建	B-NN
设	E-NN
市	B-NN
场	E-NN
的	S-DEC
文	B-NN
件	E-NN
，	S-PU
其	B-NN
中	E-NN
包	B-VV
括	E-VV
工	B-NN
程	E-NN
施	B-NN
工	E-NN
招	B-NN
投	I-NN
标	E-NN
管	B-NN
理	E-NN
办	B-NN
法	E-NN
、	S-PU
拆	B-NN
迁	E-NN
工	B-NN
作	E-NN
若	B-CD
干	E-CD
规	B-NN
定	E-NN
、	S-PU
整	B-VV
治	E-VV
违	B-JJ
章	E-JJ
建	B-NN
筑	E-NN
实	B-NN
施	E-NN
办	B-NN
法	E-NN
、	S-PU
通	B-NN
信	E-NN
设	B-NN
施	E-NN
及	S-CC
管	B-NN
线	E-NN
配	B-NN
套	E-NN
建	B-NN
设	E-NN
意	B-NN
见	E-NN
、	S-PU
建	B-NN
设	E-NN
工	B-NN
地	E-NN
施	B-NN
工	E-NN
环	B-NN
境	E-NN
管	B-NN
理	E-NN
暂	B-JJ
行	E-JJ
办	B-NN
法	E-NN
等	S-ETC
，	S-PU
基	B-AD
本	E-AD
做	B-VV
到	E-VV
了	S-AS
每	S-DT
个	S-M
环	B-NN
节	E-NN
都	S-AD
有	S-VE
明	B-VA
确	E-VA
而	S-CC
又	S-AD
具	B-VA
体	E-VA
的	S-DEC
规	B-NN
定	E-NN
。	S-PU


建	B-NN
筑	E-NN
公	B-NN
司	E-NN
进	S-VV
区	S-NN
，	S-PU
有	B-JJ
关	E-JJ
部	B-NN
门	E-NN
先	S-AD
送	B-VV
上	E-VV
这	B-DT
些	E-DT
法	B-NN
规	I-NN
性	E-NN
文	B-NN
件	E-NN
，	S-PU
然	B-AD
后	E-AD
有	S-VE
专	B-JJ
门	E-JJ
队	B-NN
伍	E-NN
进	B-VV
行	E-VV
监	B-NN
督	E-NN
检	B-NN
查	E-NN
。	S-PU


尽	B-CS
管	E-CS
浦	B-NR
东	E-NR
新	B-NN
区	E-NN
制	B-VV
定	E-VV
的	S-DEC
法	B-NN
规	I-NN
性	E-NN
文	B-NN
件	E-NN
有	B-PN
些	E-PN
比	B-AD
较	E-AD
“	S-PU
粗	S-VA
”	S-PU
，	S-PU
有	B-PN
些	E-PN
还	S-AD
只	S-AD
是	S-VC
暂	B-JJ
行	E-JJ
规	B-NN
定	E-NN
，	S-PU
有	B-VV
待	E-VV
在	S-P
实	B-NN
践	E-NN
中	S-LC
逐	B-AD
步	E-AD
完	B-VV
善	E-VV
，	S-PU
但	S-AD
这	S-DT
种	S-M
法	B-NN
制	E-NN
紧	B-VV
跟	E-VV
经	B-NN
济	E-NN
和	S-CC
社	B-NN
会	E-NN
活	B-NN
动	E-NN
的	S-DEC
做	B-NN
法	E-NN
，	S-PU
受	B-VV
到	E-VV
了	S-AS
国	B-NN
内	I-NN
外	E-NN
投	B-NN
资	I-NN
者	E-NN
的	S-DEG
好	S-JJ
评	S-NN
，	S-PU
他	B-PN
们	E-PN
认	B-VV
为	E-VV
，	S-PU
到	S-VV
浦	B-NR
东	E-NR
新	B-NN
区	E-NN
投	B-VV
资	E-VV
办	B-NN
事	E-NN
有	S-VE
章	B-NN
法	E-NN
，	S-PU
讲	S-VV
规	B-NN
矩	E-NN
，	S-PU
利	B-NN
益	E-NN
能	S-VV
得	B-VV
到	E-VV
保	B-NN
障	E-NN
。	S-PU


外	B-NN
商	E-NN
投	B-NN
资	E-NN
企	B-NN
业	E-NN
成	B-VV
为	E-VV
中	B-NR
国	E-NR
外	B-NN
贸	E-NN
重	B-JJ
要	E-JJ
增	B-NN
长	I-NN
点	E-NN


新	B-NN
华	I-NN
社	E-NN
北	B-NR
京	E-NR
二	B-NT
月	E-NT
十	B-NT
一	I-NT
日	E-NT
电	S-NN
（	S-PU
记	B-NN
者	E-NN
唐	B-NR
虹	E-NR
）	S-PU


海	B-NN
关	E-NN
统	B-NN
计	E-NN
表	B-VV
明	E-VV
，	S-PU
“	S-PU
八	B-NT
五	E-NT
”	S-PU
期	B-NN
间	E-NN
（	S-PU
一	B-NT
九	I-NT
九	I-NT
０	I-NT
年	E-NT
―	S-PU
一	B-NT
九	I-NT
九	I-NT
五	I-NT
年	E-NT
）	S-PU
，	S-PU
中	B-NR
国	E-NR
外	B-NN
商	E-NN
投	B-NN
资	E-NN
企	B-NN
业	E-NN
的	S-DEG
进	B-NN
出	I-NN
口	E-NN
呈	S-VV
直	B-AD
线	E-AD
上	B-VV
升	E-VV
之	S-DEC
势	S-NN
，	S-PU
出	B-NN
口	E-NN
年	B-AD
均	E-AD
增	B-VV
长	E-VV
百	B-CD
分	I-CD
之	I-CD
四	I-CD
十	I-CD
三	I-CD
点	I-CD
二	E-CD
，	S-PU
进	B-NN
口	E-NN
年	B-AD
均	E-AD
增	B-VV
长	E-VV
百	B-CD
分	I-CD
之	I-CD
三	I-CD
十	I-CD
八	I-CD
点	I-CD
六	E-CD
。	S-PU


去	B-NT
年	E-NT
实	B-VV
现	E-VV
进	B-NN
出	I-NN
口	E-NN
总	B-NN
值	E-NN
达	S-VV
一	B-CD
千	I-CD
零	I-CD
九	I-CD
十	I-CD
八	I-CD
点	I-CD
二	I-CD
亿	E-CD
美	B-M
元	E-M
，	S-PU
占	S-VV
全	S-DT
国	S-NN
进	B-NN
出	I-NN
口	E-NN
总	B-NN
值	E-NN
的	S-DEC
比	B-NN
重	E-NN
由	S-P
上	S-DT
年	S-M
的	S-DEG
百	B-CD
分	I-CD
之	I-CD
三	I-CD
十	I-CD
七	E-CD
提	B-VV
高	E-VV
到	S-VV
百	B-CD
分	I-CD
之	I-CD
三	I-CD
十	I-CD
九	E-CD
。	S-PU


外	B-NN
商	E-NN
投	B-NN
资	E-NN
企	B-NN
业	E-NN
在	S-P
改	B-VV
善	E-VV
中	B-NR
国	E-NR
出	B-NN
口	E-NN
商	B-NN
品	E-NN
结	B-NN
构	E-NN
中	S-LC
发	B-VV
挥	E-VV
了	S-AS
显	B-JJ
著	E-JJ
作	B-NN
用	E-NN
。	S-PU


去	B-NT
年	E-NT
外	B-NN
商	E-NN
投	B-NN
资	E-NN
企	B-NN
业	E-NN
出	B-NN
口	E-NN
商	B-NN
品	E-NN
中	S-LC
，	S-PU
工	B-NN
业	E-NN
制	B-NN
成	I-NN
品	E-NN
占	S-VV
九	B-CD
成	E-CD
以	B-LC
上	E-LC
，	S-PU
达	S-VV
四	B-CD
百	I-CD
三	I-CD
十	I-CD
八	I-CD
点	I-CD
八	I-CD
亿	E-CD
美	B-M
元	E-M
，	S-PU
比	S-P
上	S-DT
年	S-M
增	B-VV
长	E-VV
了	S-AS
百	B-CD
分	I-CD
之	I-CD
三	I-CD
十	I-CD
六	I-CD
点	I-CD
七	E-CD
，	S-PU
明	B-AD
显	E-AD
高	B-VV
于	E-VV
全	S-DT
国	S-NN
平	B-JJ
均	E-JJ
水	B-NN
平	E-NN
。	S-PU

